NOM ÉTABLISSEMENT,CATÉGORIES,TAGS,ADRESSE,VILLE,CP,RÉGION,Pays,Accroche,Description,COVER IMG,Logo,Web,Facebook,Instagram,Contact,Téléphone,
Aides Bourg-en-Bresse,Associations,,"25 Avenue Jean Jaurès, Bourg-en-Bresse, 01000",Bourg-en-Bresse,01000,Auvergne‑Rhône‑Alpes,France,Dépistage et soutien VIH,"Association offrant des dépistages VIH, des actions de prévention et un accompagnement pour les personnes concernées par le VIH à Bourg-en-Bresse.",,https://data.strobomag.com/assets/businesses/aides-bourg-en-bresse/main.jpg,https://www.aides.org,https://www.facebook.com/aidesbourgenbresse,,bourg-en-bresse@aides.org,474246434,
Basiliade Bourg-en-Bresse,Santé & Prévention,,"40, Rue Xavier Privas, Bourg-en-Bresse, 01000",Bourg-en-Bresse,01000,Auvergne‑Rhône‑Alpes,France,,"Créée en 1993, Basiliade est une association issue de la lutte contre le sida, dont la mission principale est d’accueillir et d’accompagner les personnes en situation de précarité sociale et de santé les plus vulnérables.",,https://data.strobomag.com/assets/businesses/basiliade-bourg-en-bresse/main.jpg,https://www.basiliade.org,,,contact@basiliade.org,428360330,
Centre de santé sexuelle Oyonnax,Santé & Prévention,,"188, Rue Anatole France, Oyonnax, 01100",Oyonnax,01100,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-oyonnax/main.jpg,https://www.ain.fr/solutions/sante-sexuelle,,,,474813635,
Centre de santé publique du Haut Bugey-Oyonnax,Santé & Prévention,,"1, Route de Veyziat, Oyonnax, 01117",Oyonnax,01117,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-publique-du-haut-bugey-oyonnax/main.jpg,https://www.ch-bourg-en-bresse.fr/offre-de-soins/centre-de-soins/centre-de-sante-publique-csp,,,,474817518,
Centre de santé sexuelle Nantua,Santé & Prévention,,"11, Rue des Monts-d'Ain, Nantua, 01130",Nantua,01130,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-nantua/main.jpg,https://www.ain.fr/solutions/sante-sexuelle,,,,474762405,
Plage de Port Galland,Visites & Tourisme,,"Route de Port-Galland, Saint-Vulbas, 01150",Saint-Vulbas,01150,Auvergne‑Rhône‑Alpes,France,,"L’entrée se fait le long de la route au niveau des lignes à haute tension, sur la D84. Se garer le long de la route, prendre le chemin sous les pylônes haute tension. Après environ 100 mètres, prendre un des nombreux chemins, à droite. Toute la zone de droite, entre le chemin et la rivière, est naturiste.",,https://data.strobomag.com/assets/businesses/plage-de-port-galland/main.jpg,,,,,,
Centre de santé sexuelle Valserhône,Santé & Prévention,,"5, Avenue de Saint-Exupéry, Valserhône, 01200",Valserhône,01200,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-valserhone/main.jpg,https://www.ain.fr/solutions/sante-sexuelle,,,,450482643,
Aides Ferney-Voltaire,Associations,,"11 Rue de Genève, Ferney-Voltaire, 01210",Ferney-Voltaire,01210,Auvergne‑Rhône‑Alpes,France,Dépistage VIH mensuel,"Association proposant des dépistages VIH tous les 2èmes jeudis du mois de 18h à 21h ou sur rendez-vous, ainsi que des actions de prévention et un accompagnement à Ferney-Voltaire.",,https://data.strobomag.com/assets/businesses/aides-ferney-voltaire/main.jpg,https://www.aides.org,https://www.facebook.com/AIDES.Annemasse,,,609011380,
Centre de santé sexuelle Ornex,Santé & Prévention,,"789, Avenue de Vessy, Ornex, 01210",Ornex,01210,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-ornex/main.jpg,https://www.ain.fr/solutions/sante-sexuelle,,,,450428987,
CeGIDD Centre hospitalier Bugey sud-Belley,Santé & Prévention,,"700, Avenue de Narvik, Belley, 01300",Belley,01300,Auvergne‑Rhône‑Alpes,France,,Accueil sur rendez-vous,,https://data.strobomag.com/assets/businesses/cegidd-centre-hospitalier-bugey-sud-belley/main.jpg,https://www.ch-bugeysud.fr/annuaire/9760/4380-cegidd.htm,,,,479821499,
Centre de santé publique Fleyriat-Bourg en Bresse,Santé & Prévention,,"Route de Paris, Viriat, 01440",Viriat,01440,Auvergne‑Rhône‑Alpes,France,,Bâtiment préfabriqué à droite de l'entrée principale,,https://data.strobomag.com/assets/businesses/centre-de-sante-publique-fleyriat-bourg-en-bresse/main.jpg,https://www.ch-bourg-en-bresse.fr/offre-de-soins/centre-de-soins/centre-de-sante-publique-csp,,,,474454076,
Centre de santé sexuelle Ambérieux en Bugey,Santé & Prévention,,"13, Avenue Roger Salengro, Ambérieu-en-Bugey, 01500",Ambérieu-en-Bugeu,01500,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-amberieux-en-bugey/main.jpg,https://www.ain.fr/solutions/sante-sexuelle,,,,474380880,
Centre de santé sexuelle Trévoux,Santé & Prévention,,"474, Route de Lyon, Trévoux, 01600",Trévoux,01600,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-trevoux/main.jpg,https://www.ain.fr/solutions/sante-sexuelle,,,,474000125,
Centre de santé sexuelle Miribel,Santé & Prévention,,"1820, Grande Rue, Miribel, 01700",Miribel,01700,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-miribel/main.jpg,https://www.ain.fr/solutions/sante-sexuelle,,,,478551983,
Pôle de prévention et d'éducation - Laon,Santé & Prévention,,"Rue Devisme, Laon, 02000",Laon,02000,Hauts‑de‑France,France,,Accueil de préférence sur rendez-vous par téléphone ou sur Doctolib (chercher 'CeGIDD Laon').,,https://data.strobomag.com/assets/businesses/pole-de-prevention-et-deducation-laon/main.jpg,https://www.ch-laon.fr,,,,323243316,
Centre de Promotion en Santé Sexuelle - Laon,Santé & Prévention,,"33, Rue Marcelin Berthelot, Laon, 02000",Laon,02000,Hauts‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-promotion-en-sante-sexuelle-laon/main.jpg,https://www.ch-laon.fr/femme-mere-enfant.html,,,,323243445,
Fier.e.s & queer,Associations,,"1, Rue Théophile Gautier, Saint-Quentin, 02100",Saint-Quentin,02100,Hauts‑de‑France,France,,"Objectifs : promouvoir la culture LGBTQIA+ ; développer des activités de convivialité, de rencontres et d'échanges ; soutenir et orienter les LGBTQIA+ en difficulté ; lutter contre les discriminations envers les LGBTQIA+ ; faire reconnaître la dignité des personnes LGBTQIA+, quelle que soit leur nationalité et sensibiliser aux problèmes liés à leur sexualité et/ou à leur genre.",,https://data.strobomag.com/assets/businesses/fier-e-s-queer/main.jpg,https://www.aisnelgbt.com,,,,,
CeGIDD Saint-Quentin,Santé & Prévention,,"5 rue Arnaud Bisson, Saint-Quentin, 02100",Saint-Quentin,02100,Hauts‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/cegidd-saint-quentin/main.jpg,https://www.ch-stquentin.fr/services/centre-gratuit-dinformation-de-depistage-et-de-diagnostic,,,,323067474,
CeGIDD Soissons,Santé & Prévention,,"46, Avenue du Général de Gaulle, Soissons, 02200",Soissons,02200,Hauts‑de‑France,France,,Sur rendez-vous de préférence.,,https://data.strobomag.com/assets/businesses/cegidd-soissons/main.jpg,https://www.ch-soissons.fr/poles-et-services/medecine/medecine-interne-maladies-infectieuses-et-geriatrie,,,,323757404,
CAARUD Aisne sud,Santé & Prévention,,"41, Rue des Cordeliers, Soissons, 02200",Soissons,02200,Hauts‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/caarud-aisne-sud/main.jpg,https://www.sato-picardie.fr/structures/agrement-addictologie/caarud,https://www.facebook.com/profile.php?id=100010260073711,,,323553195,
Centre de promotion en santé sexuelle - Hirson,Santé & Prévention,,"40, Rue Aux Loups, Hirson, 02200",Hirson,02200,Hauts‑de‑France,France,,"Sur rendez-vous, sauf urgence",,https://data.strobomag.com/assets/businesses/centre-de-promotion-en-sante-sexuelle-hirson/main.jpg,https://www.sante.fr/centre-de-promotion-en-sante-sexuelle-ch-brisset-hirson,,,,323588290,
Centre de promotion en santé sexuelle - Chauny,Santé & Prévention,,"94, Rue des Anciens Combattants AFN et TOM, Chauny, 02300",Chauny,02300,Hauts‑de‑France,France,,Sur rendez-vous,,https://data.strobomag.com/assets/businesses/centre-de-promotion-en-sante-sexuelle-chauny/main.jpg,https://www.ch-chauny.fr/maternite/centre-de-planification-familiale-et-ivg,,,,323398954,
Pôle de Santé Publique - Château Thierry,Santé & Prévention,,"11, Rue du Château, Château-Thierry, 02400",Château-Thierry,02400,Hauts‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/pole-de-sante-publique-chateau-thierry/main.jpg,https://www.ch-chateau-thierry.fr/Pole-Sante-Publique/2/53,,,,323696072,
Centre de promotion en santé sexuelle - Château Thierry,Santé & Prévention,,"Route de Verdilly, Château-Thierry, 02400",Château-Thierry,02400,Hauts‑de‑France,France,,Consultations sur rendez-vous,,https://data.strobomag.com/assets/businesses/centre-de-promotion-en-sante-sexuelle-chateau-thierry/main.jpg,https://www.ch-chateau-thierry.fr/Gynecologie-obstetrique/5/7/11,,,,323696766,
Gay Club Night,Cruising,,"59 Rue du Châtelet, Montluçon",Montluçon,03100,Auvergne‑Rhône‑Alpes,France,,Gay. Exclusively or almost exclusively gay men,,0,https://www.facebook.com/gayclubnight,https://www.facebook.com/gayclubnight,,,33443015360,
CeGIDD Montluçon,Santé & Prévention,,"18, avenue du 8 mai 1945, Montluçon, 03100",Montluçon,03100,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/cegidd-montlucon/main.jpg,https://www.ch-montlucon.fr/page_source_service,,,,470024279,
CAARUD La Passerelle,Santé & Prévention,,"36, Rue de Valmy, Montluçon, 03100",Montluçon,03100,Auvergne‑Rhône‑Alpes,France,,Structure destinée aux consommateurs de drogues,,https://data.strobomag.com/assets/businesses/caarud-la-passerelle/main.jpg,https://www.addictions-france.org/etablissements/caarud-de-montlucon,,,caarud.montlucon@anpaa.asso.fr,470052054,
CeGIDD Vichy,Santé & Prévention,,"Boulevard Denière, Vichy, 03200",Vichy,03200,Auvergne‑Rhône‑Alpes,France,,"Permanence sur rendez-vous le mardi, mercredi et jeudi, dépistage sans rendez-vous le mercredi de 15h30 à 17h30.",,https://data.strobomag.com/assets/businesses/cegidd-vichy/main.jpg,https://www.ch-vichy.fr/mdepartment/cegidd-centre-de-depistage,,,,470973323,
Centre de santé sexuelle - Vichy,Santé & Prévention,,"19, Place Jean Épinat, Vichy, 03200",Vichy,03200,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-vichy/main.jpg,,,,,470981128,
6ème Sens,Saunas,,"164 avenue des graviers, Abrest, 03200",Abrest,03200,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/6eme-sens/main.jpg,https://www.6sens-sauna.com,,,contact@6sens-sauna.com,470328938,
L'Ambiguë,Bars,,"55, Boulevard Ledru Rollin, Saint-Pourçain-sur-Sioule, 03500",Saint-Pourçain-sur-Sioule,03500,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/lambigue/main.jpg,,https://www.facebook.com/profile.php?id=100095016632267,,,983731070,
Centre médico social Digne-les-Bains,Santé & Prévention,,"4, rue de la Grave, Digne-les-Bains, 04000",Digne-les-Bains,04000,Provence‑Alpes‑Côte d’Azur,France,,"Dépistage et consultations PREP, vaccination sur rendez-vous uniquement",,https://data.strobomag.com/assets/businesses/centre-medico-social-digne-les-bains/main.jpg,https://www.mondepartement04.fr/famille/prevention-sante/prevention-sante,,,,492300900,
CAARUD Digne les Bains,Santé & Prévention,,"6, Avenue du Maréchal Leclerc, Digne-les-Bains, 04000",Digne-les-Bains,04000,Provence‑Alpes‑Côte d’Azur,France,,Structure destinée aux consommateurs de drogues,,https://data.strobomag.com/assets/businesses/caarud-digne-les-bains/main.jpg,https://www.caarud04.wordpress.com,https://www.facebook.com/caarudalpeshauteprovence,,,626924057,
Centre médico social Manosque,Santé & Prévention,,"49, Boulevard Elémir Bourges, Manosque, 04100",Manosque,04100,Provence‑Alpes‑Côte d’Azur,France,,,,https://data.strobomag.com/assets/businesses/centre-medico-social-manosque/main.jpg,https://www.mondepartement04.fr/famille/prevention-sante/prevention-sante,,,,492701752,
CAARUD Manosque,Santé & Prévention,,"Avenue Joseph Cugnot, Manosque, 04100",Manosque,04100,Provence‑Alpes‑Côte d’Azur,France,,Structure destinée aux consommateurs de drogues,,https://data.strobomag.com/assets/businesses/caarud-manosque/main.jpg,https://www.caarud04.wordpress.com,https://www.facebook.com/caarudalpeshauteprovence,,,671909500,
Centre médico-social Sisteron,Santé & Prévention,,"3 avenue Alsace-Lorraine, Sisteron, 04200",Sisteron,04200,Provence‑Alpes‑Côte d’Azur,France,,,,https://data.strobomag.com/assets/businesses/centre-medico-social-sisteron/main.jpg,https://www.mondepartement04.fr/famille/prevention-sante/prevention-sante,,,,492610692,
Centre médico-social Barcelonnette,Santé & Prévention,,"Avenue Porfirio Diaz, Barcelonnette, 04400",Barcelonnette,04400,Provence‑Alpes‑Côte d’Azur,France,,,,https://data.strobomag.com/assets/businesses/centre-medico-social-barcelonnette/main.jpg,https://www.mondepartement04.fr/famille/prevention-sante/prevention-sante,,,,492811237,
CeGIDD Gap,Santé & Prévention,,"1, Place Auguste Muret, Gap, 05000",Gap,05000,Provence‑Alpes‑Côte d’Azur,France,,,,https://data.strobomag.com/assets/businesses/cegidd-gap/main.jpg,,,,centre-vaccination@chicas-gap.fr,492407865,
Centre de santé sexuelle - Gap,Santé & Prévention,,"3, Rue Ernest Cézanne, Gap, 05000",Gap,05000,Provence‑Alpes‑Côte d’Azur,France,,CeGIDD - Sur rendez-vous,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-gap/main.jpg,https://www.hautes-alpes.fr/nos-actions/jeunesse/les-centres-de-sante-sexuelle,,,,486153694,
CeGIDD Briançon,Santé & Prévention,,"24, Avenue Adrien Daurelle, Briançon, 05100",Briançon,05100,Provence‑Alpes‑Côte d’Azur,France,,,,https://data.strobomag.com/assets/businesses/cegidd-briancon/main.jpg,https://www.ch-briancon.fr,,,cec-scr@ch-briancon.fr,492252121,
Centre de santé sexuelle - Briancon,Santé & Prévention,,"6, Avenue René Froger, Briançon, 05100",Briançon,05100,Provence‑Alpes‑Côte d’Azur,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-briancon/main.jpg,https://www.hautes-alpes.fr/nos-actions/jeunesse/les-centres-de-sante-sexuelle,,,,486153200,
Centre de santé sexuelle - Embrun,Santé & Prévention,,"Rue Pierre et Marie Curie, Embrun, 05200",Embrun,05200,Provence‑Alpes‑Côte d’Azur,France,,CeGIDD,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-embrun/main.jpg,https://www.hautes-alpes.fr/nos-actions/jeunesse/les-centres-de-sante-sexuelle,,,,492437100,
Centre de santé sexuelle - Laragne-Montéglin,Santé & Prévention,,"1, Allée de Véragne, Laragne-Montéglin, 05300",Laragne-Montéglin,05300,Provence‑Alpes‑Côte d’Azur,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-laragne-monteglin/main.jpg,https://www.hautes-alpes.fr/nos-actions/jeunesse/les-centres-de-sante-sexuelle,,,,492650623,
Centre de santé sexuelle - Veynes,Santé & Prévention,,"2, Rue des Pommiers, Veynes, 05400",Veynes,05400,Provence‑Alpes‑Côte d’Azur,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-veynes/main.jpg,https://www.hautes-alpes.fr/nos-actions/jeunesse/les-centres-de-sante-sexuelle,,,,492580086,
Aides Nice - le Spot Marshall,Associations,,"29 Rue DELILLE, Nice, 06000",Nice,06000,Provence‑Alpes‑Côte d’Azur,France,,,,https://data.strobomag.com/assets/businesses/aides-nice-le-spot-marshall/main.jpg,https://www.aides.org,https://www.facebook.com/SPOT-Marshall-467643233746326,,spotmarshall@aides.org,493559035,
Contact - Antenne Alpes Maritimes,Associations,,Nice,Nice,06000,Provence‑Alpes‑Côte d’Azur,France,,"Contact a pour objectifs : 
 - d’aider les familles et ami·e·s à comprendre et à accepter l’orientation sexuelle et/ou l'identité de genre de leurs proches,
 - d'aider les personnes lesbiennes, gays, bi et trans à communiquer avec leurs parents et leur entourage en leur apportant la compréhension nécessaire pour s’accepter,
 - de lutter contre les discriminations et notamment celles dont peuvent être victimes les personnes lesbiennes, gays, bi et trans, ou considéré·e·s comme tel·le·s,
 - de prévenir du suicide et des conduites à risques liés à l’orientation sexuelle et/ou l'identité de genre.",,https://data.strobomag.com/assets/businesses/contact-antenne-alpes-maritimes/kL4FmeuxXWC.jpg,https://www.asso-contact.org/asso/06,https://www.facebook.com/AssociationContactAlpesMaritimes,,,646031055,
Eduqueer,Associations,,"30, Rue de l'Hôtel des Postes, Nice, 06000",Nice,06000,Provence‑Alpes‑Côte d’Azur,France,,L'association a pour mission de transmettre l'histoire des luttes LGBTQIA+ de façon éducative et divertissante,,https://data.strobomag.com/assets/businesses/eduqueer/main.jpg,,,,,,
Les Ouvreurs,Associations,,Nice,Nice,06000,Provence‑Alpes‑Côte d’Azur,France,,"Organisateur des rencontres In & Out, festival du film gay et lesbien et intervient pour prévenir l’homophobie dans les collèges et lycées.",,https://data.strobomag.com/assets/businesses/les-ouvreurs/main.jpg,https://www.lesouvreurs.com,https://www.facebook.com/Les.Ouvreurs,,info@lesouvreurs.fr,660174377,
Bar Butch,Bars,,"1, rue Rossetti, Nice",Nice,06000,Provence‑Alpes‑Côte d’Azur,France,,Bar for bears & their lovers.,,0,https://www.http://bit.ly/1sxlg2E,,,,,
L'Antre,Bars,,"22, Rue Benoît Bunico, Nice, 06000",Nice,06000,Provence‑Alpes‑Côte d’Azur,France,,Bar à DJs mixte,,https://data.strobomag.com/assets/businesses/lantre/main.jpg,,https://www.facebook.com/lantrebaravie,https://www.instagram.com/lantre_techno,lebarapotes@outlook.fr,651597689,
Le Couloir,Bars,,"1, Rue Alberti, Nice, 06000",Nice,06000,Provence‑Alpes‑Côte d’Azur,France,,"Lieu mythique de la communauté, préservé depuis sa création, il y a 27 ans. Ce petit bar situé à proximité de la Place Masséna, la coulée verte et le vieux Nice est un des plus anciens lieux identitaires de la French Riviera et du grand sud.",,https://data.strobomag.com/assets/businesses/le-couloir/main.jpg,https://www.lecouloir-nice.fr,https://www.facebook.com/pages/Bar%20Le%20Couloir%20Nice/105319414258697/,,,493854390,
L'Hypnotic Café,Bars,,"2, rue Rusca, Nice",Nice,06000,Provence‑Alpes‑Côte d’Azur,France,,Gay and lesbian mixed crowd Bar with full range of alcoholic beverages,,0,,,,,33493894625,
